player_id,opta_id,season_name,start_cost,end_cost,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,opta_index,total_points
239,1661511,2025,55,54,284,1,1,0,7,0,0,0,0,0,0,0,0.000000,21
