player_id,opta_id,season_name,start_cost,end_cost,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,opta_index,total_points
397,1754125,2022,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0
397,1754125,2023,45,44,540,0,0,1,11,0,0,0,0,0,0,0,483.346927,14
