player_id,opta_id,season_name,start_cost,end_cost,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,opta_index,total_points
215,3698988,2024,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0
215,3698988,2025,45,44,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0
