player_id,opta_id,season_name,start_cost,end_cost,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,opta_index,total_points
7,1613544,2024,90,81,259,2,0,1,3,0,0,0,0,0,0,1,0.000000,21
7,1613544,2025,75,74,496,6,1,3,5,0,0,0,0,0,0,0,0.000000,51
