player_id,opta_id,season_name,start_cost,end_cost,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,opta_index,total_points
291,1621400,2025,45,45,391,0,1,0,16,0,0,0,0,0,21,2,0.000000,11
