player_id,opta_id,first_name,second_name,web_name,known_name,team_id,team_opta_id,team_name,team_short_name,element_type,position,status,news,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,opta_index,total_points,now_cost,selected_by_percent
139,135222,Dan Peter,Ulvestad,Ulvestad,,7,785,Kristiansund,KBK,2,DEF,a,,1472,0,0,2,25,0,0,0,1,0,0,0,0.000000,32,44,1.3
140,1686544,Max,Normann Williamsen,Williamsen,,7,785,Kristiansund,KBK,2,DEF,a,,227,0,0,0,8,0,0,0,0,0,0,0,0.000000,6,43,0.0
141,1653564,Leander,Næss Alvheim,Næss Alvheim,,7,785,Kristiansund,KBK,4,FWD,a,,1286,7,0,2,20,0,0,0,3,0,0,8,0.000000,64,62,5.5
142,2017631,Mustapha,Isah Ubandoma,Mustapha,,7,785,Kristiansund,KBK,4,FWD,u,Overgang til RAAL La Louvière,913,1,1,4,14,0,0,0,3,0,0,2,0.000000,30,57,5.5
143,1909901,Michael,Lansing,Lansing,,7,785,Kristiansund,KBK,1,GK,a,,540,0,0,0,9,0,1,0,1,0,30,3,0.000000,24,43,1.3
144,1679797,Adrian,Sæther,Sæther,,7,785,Kristiansund,KBK,1,GK,a,,1080,0,0,2,20,0,1,0,1,0,45,3,0.000000,42,45,4.4
145,1851013,Haakon,Haugen,Haugen,,7,785,Kristiansund,KBK,2,DEF,a,,580,0,0,1,11,0,0,0,1,0,0,0,0.000000,18,44,0.1
146,1987501,Wilfred George,Igor,George,,7,785,Kristiansund,KBK,3,MID,a,,1477,1,0,2,27,0,0,0,4,0,0,3,0.000000,40,44,6.0
147,1822682,Adrian,Kurd Rønning,Kurd Rønning,,7,785,Kristiansund,KBK,3,MID,a,,935,1,3,2,16,0,0,0,3,0,0,2,0.000000,41,43,0.3
148,2795755,Franklin,Daddys Boy Nyenetue,Daddys Boy,,7,785,Kristiansund,KBK,3,MID,u,Overgang til FC Dila Gori,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0,50,0.1
149,1807420,David,Tufekcic,Tufekcic,,7,785,Kristiansund,KBK,3,MID,a,,8,0,0,0,0,0,0,0,0,0,0,0,0.000000,1,54,0.1
150,1761618,Sander,Kilen,Kilen,,9,3,Molde,MOL,3,MID,a,,1266,2,4,3,22,0,0,0,2,0,0,4,0.000000,58,59,2.9
151,1820173,Sander,Rød,Rød,,7,785,Kristiansund,KBK,1,GK,u,På lån i Follo,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0,40,0.5
152,1884520,Herman,Sjåvik Opsahl,Sjåvik Opsahl,,7,785,Kristiansund,KBK,3,MID,u,På lån til Træff,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0,45,0.0
153,1797995,Anders,Børset,Børset,,7,785,Kristiansund,KBK,2,DEF,a,,42,0,0,0,1,0,0,0,1,0,0,0,0.000000,2,38,2.9
154,2057984,Júlíus,Mar Júlíusson,Júlíusson,,7,785,Kristiansund,KBK,2,DEF,a,,1512,0,0,2,27,0,0,0,3,1,0,0,0.000000,27,45,0.1
155,1554925,Heine,Bruseth,Bruseth,,7,785,Kristiansund,KBK,3,MID,a,,1161,0,2,4,16,0,0,0,5,0,0,3,0.000000,36,49,0.2
156,1580004,Tobias,Svendsen,T. Svendsen,,7,785,Kristiansund,KBK,3,MID,a,,370,1,0,1,4,0,0,0,0,0,0,0,0.000000,21,48,0.1
157,1575701,Jesper,Isaksen,Isaksen,,7,785,Kristiansund,KBK,3,MID,a,,677,0,0,2,12,0,0,0,2,0,0,2,0.000000,23,50,0.0
158,1969144,Alexander,Munksgaard Nielsen,Munksgaard,,7,785,Kristiansund,KBK,2,DEF,u,Overgang til Sønderjyske,1314,0,2,2,25,0,0,0,0,0,0,1,0.000000,36,45,0.1
159,2057499,Hrannar,Snær Magnusson,Magnusson,,7,785,Kristiansund,KBK,3,MID,u,Overgang til Knattspyrnufélagið Víkingur,155,0,0,0,5,0,0,0,1,0,0,0,0.000000,8,53,0.0
160,2057365,Pontus,Dahlberg,Dahlberg,,8,177,Lillestrøm,LSK,1,GK,a,,1620,0,0,5,25,0,0,0,2,0,74,6,0.000000,68,48,21.5
161,203158,Stefan,Hagerup,Hagerup,,8,177,Lillestrøm,LSK,1,GK,a,,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0,39,0.9
162,1671800,Sturla,Ottesen,Ottesen,,8,177,Lillestrøm,LSK,2,DEF,a,,858,0,0,3,12,0,0,0,0,0,0,0,0.000000,31,42,1.3
163,1618145,Lars,Ranger,Ranger,,8,177,Lillestrøm,LSK,2,DEF,a,,1370,2,1,4,20,0,0,0,2,0,0,5,0.000000,57,50,16.6
164,63069,Espen,Garnås,Garnås,,8,177,Lillestrøm,LSK,2,DEF,a,,285,0,0,0,8,0,0,0,0,1,0,0,0.000000,3,43,0.6
165,1579725,Sander,Moen Foss,Moen Foss,,8,177,Lillestrøm,LSK,2,DEF,a,,590,0,0,2,6,0,0,0,1,0,0,0,0.000000,21,42,0.4
166,214957,Ruben,Gabrielsen,Gabrielsen,,8,177,Lillestrøm,LSK,2,DEF,i,Smell - Ute på ubestemt tid,1350,0,0,4,20,0,0,0,1,0,0,0,0.000000,37,45,1.7
167,1713399,Lucas,Svenningsen,Svenningsen,,8,177,Lillestrøm,LSK,2,DEF,u,På lån til Skeid,1,0,0,0,0,0,0,0,0,0,0,0,0.000000,1,39,0.3
168,1988551,Frederik,Elkær,Elkær,,8,177,Lillestrøm,LSK,2,DEF,a,,634,0,1,1,13,0,0,0,2,0,0,0,0.000000,16,55,0.3
169,1970930,Uba,Charles Nwokoma,Uba Charles,,1,15,Aalesund,AaFK,2,DEF,a,,1370,1,4,0,34,0,0,0,1,0,0,5,0.000000,40,45,1.0
170,325192,Ylldren,Ibrahimaj,Ibrahimaj,,8,177,Lillestrøm,LSK,3,MID,a,,1446,0,2,5,22,0,0,0,6,0,0,3,0.000000,41,53,1.5
171,1661628,Markus,Karlsbakk,Karlsbakk,,8,177,Lillestrøm,LSK,3,MID,u,Overgang til Arca Çorum FK,1172,4,1,4,15,1,0,0,2,0,0,7,0.000000,58,70,11.2
172,1540744,Eric,Kitolano,E. Kitolano,,8,177,Lillestrøm,LSK,3,MID,a,,485,0,0,2,6,0,0,0,0,0,0,0,0.000000,14,68,4.3
173,1580759,Kevin,Krygård,Krygård,,8,177,Lillestrøm,LSK,3,MID,d,Smell - 50 % sjanse for å spille,345,0,0,0,7,0,0,0,1,0,0,0,0.000000,10,45,0.2
174,1838206,Harald,Woxen,Woxen,,8,177,Lillestrøm,LSK,3,MID,a,,241,0,0,0,5,0,0,0,2,1,0,0,0.000000,7,53,0.1
175,2050511,Linus,Alperud,Alperud,,8,177,Lillestrøm,LSK,3,MID,i,Lår - Ute på ubestemt tid,317,1,0,0,5,0,0,0,0,0,0,0,0.000000,17,54,0.0
176,2033039,Salieu,Drammeh,Drammeh,,8,177,Lillestrøm,LSK,3,MID,u,Overgang til Standard Liège,978,2,2,6,10,0,0,0,0,0,0,4,0.000000,49,62,3.2
177,2003104,Efe,Lucky,Lucky,,8,177,Lillestrøm,LSK,3,MID,u,Kontrakt terminert,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0,49,0.0
178,1872936,Angelos,Chaminta,Chaminta,,8,177,Lillestrøm,LSK,3,MID,u,Lån til Kongsvinger,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0,43,0.1
179,2004897,Felix,Va,Va,,8,177,Lillestrøm,LSK,3,MID,a,,1442,4,5,4,24,0,0,0,1,0,0,15,0.000000,88,63,13.4
180,1793725,Gustav,Nyheim,Nyheim,,8,177,Lillestrøm,LSK,3,MID,a,,1034,4,3,2,17,0,0,0,4,0,0,14,0.000000,68,55,1.6
181,2057438,Camil,Jebara,Jebara,,8,177,Lillestrøm,LSK,3,MID,i,Smell - Ute på ubestemt tid,329,1,1,0,4,0,0,0,1,0,0,0,0.000000,20,57,0.1
182,2033036,Kparobo,Arierhi,Arierhi,,8,177,Lillestrøm,LSK,4,FWD,u,På lån til Sogndal,244,1,0,1,4,0,0,0,0,0,0,0,0.000000,17,58,0.5
183,47482,Thomas,Lehne Olsen,Lehne Olsen,,8,177,Lillestrøm,LSK,4,FWD,a,,866,4,2,5,12,0,0,1,0,0,0,5,0.000000,48,80,23.0
184,1896361,Markus,Wæhler,Wæhler,,8,177,Lillestrøm,LSK,4,FWD,u,Lån til Strømmen,6,0,0,0,0,0,0,0,0,0,0,0,0.000000,1,54,0.1
185,1621340,Yaw,Paintsil,Paintsil,,8,177,Lillestrøm,LSK,2,DEF,a,,719,0,2,3,13,0,0,0,1,0,0,0,0.000000,33,48,0.4
186,1537559,Isak,Helstad Amundsen,Amundsen,,4,117,Fredrikstad,FFK,2,DEF,a,,546,0,0,2,8,0,0,0,1,0,0,2,0.000000,23,43,0.7
187,302884,Eirik,Haugan,Haugan,,9,3,Molde,MOL,2,DEF,a,,247,0,0,0,8,0,0,0,0,0,0,0,0.000000,10,42,2.6
188,49607,Martin,Linnes,Linnes,,9,3,Molde,MOL,2,DEF,a,,645,1,1,0,13,0,0,0,1,0,0,1,0.000000,24,54,0.5
189,1577144,Casper,Øyvann,Øyvann,,14,2,Tromsø,TIL,2,DEF,d,Smell - Ute på ubestemt tid,5,0,0,0,1,0,0,0,0,0,0,0,0.000000,1,43,0.1
190,1589895,Halldor,Stenevik,Stenevik,,9,3,Molde,MOL,2,DEF,i,Smell - Trolig ute resten av sesongen,1080,0,2,3,15,0,0,0,1,0,0,0,0.000000,36,49,3.0
191,23114,Fredrik,Gulbrandsen,Gulbrandsen,,8,177,Lillestrøm,LSK,4,FWD,a,,812,5,1,3,8,0,0,0,3,0,0,3,0.000000,47,74,5.6
192,1996832,Albert,Posiadała,Posiadała,,9,3,Molde,MOL,1,GK,a,,1187,0,1,2,21,1,0,0,2,0,37,2,0.000000,36,47,4.3
193,1601181,Emil,Varhaugvik Breivik,Breivik,,9,3,Molde,MOL,3,MID,a,,1612,7,6,4,28,0,0,0,3,0,0,15,0.000000,105,76,48.8
194,2025801,Daniel,Daga,Daga,,9,3,Molde,MOL,3,MID,a,,438,2,0,0,11,0,0,0,0,0,0,4,0.000000,25,48,0.2
195,46688,Kristian,Eriksen,Eriksen,,3,298,Brann,BRA,3,MID,a,,1089,4,6,4,18,0,0,0,3,0,0,4,0.000000,71,78,4.4
196,1854810,Sondre,Granaas,Granaas,,9,3,Molde,MOL,3,MID,s,Suspendert - Tilbake 13. september,1053,3,4,2,19,0,0,0,4,0,0,8,0.000000,60,51,1.5
197,133035,Eirik,Hestad,Hestad,,9,3,Molde,MOL,3,MID,d,Legg - 25 % sjanse for å spille,1149,8,3,4,18,0,0,0,7,0,0,5,0.000000,80,62,4.0
198,207598,Mats,Møller Dæhli,Møller Dæhli,,9,3,Molde,MOL,3,MID,a,,632,0,1,2,8,0,0,0,1,0,0,3,0.000000,23,50,0.3
199,2036537,Samukelo,Kabini,Kabini,,9,3,Molde,MOL,2,DEF,a,,1123,1,2,3,20,0,0,0,2,2,0,4,0.000000,40,55,3.5
200,2037485,Caleb,Zady Sery,Zady Sery,,9,3,Molde,MOL,3,MID,a,,527,1,2,0,11,0,0,0,0,0,0,1,0.000000,29,68,2.3
201,312566,Birk,Risa,Risa,,9,3,Molde,MOL,2,DEF,a,,1348,0,0,2,21,0,0,0,1,0,0,3,0.000000,33,50,1.0
202,1803312,Oskar,Spiten-Nysæter,Spiten,,9,3,Molde,MOL,3,MID,a,,608,2,2,1,13,0,0,0,2,0,0,4,0.000000,38,80,0.4
203,2051892,Jacob,Steen Christensen,Christensen,,9,3,Molde,MOL,3,MID,u,På lån til Sönderjyske,481,0,0,1,7,0,0,0,0,0,0,0,0.000000,15,50,0.1
204,1688244,Peder,Hoel Lervik,Lervik,,9,3,Molde,MOL,1,GK,a,,90,0,0,0,2,0,0,0,0,0,0,0,0.000000,1,45,0.1
205,2058352,Mads,Kikkenborg,Kikkenborg,,9,3,Molde,MOL,1,GK,i,Akilles - Ute resten av sesongen,342,0,1,1,6,0,0,0,0,0,7,0,0.000000,14,47,0.8
206,2058741,Viktor,Bender,Bender,,9,3,Molde,MOL,3,MID,a,,152,0,1,0,3,0,0,0,1,0,0,0,0.000000,11,46,0.1
207,1847799,Blerton,Isufi,Isufi,,5,63,HamKam,HAM,3,MID,a,,357,1,0,1,3,0,0,0,2,0,0,0,0.000000,16,48,0.1
208,1703335,Sivert,Sira Hansen,Sira Hansen,,9,3,Molde,MOL,2,DEF,d,Smell - 25 % sjanse for å spille,1555,0,2,3,28,0,0,0,2,0,0,7,0.000000,48,51,5.5
209,1597807,Fredrik,Kristensen Dahl,Dahl,,9,3,Molde,MOL,2,DEF,a,,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0,49,0.0
210,1688818,Mikkel,Konradsen Ceïde,M. Ceïde,,10,145,Rosenborg,RBK,2,DEF,a,,886,0,0,4,14,0,0,0,1,0,0,1,0.000000,30,44,4.8
211,1798418,Tobias,Dahl,Dahl,,10,145,Rosenborg,RBK,2,DEF,a,,786,0,0,1,14,0,0,0,2,0,0,1,0.000000,19,45,0.2
212,2025084,Jonas,Mortensen,Mortensen,,10,145,Rosenborg,RBK,2,DEF,a,,574,0,0,1,11,0,0,0,1,0,0,0,0.000000,18,44,0.1
213,1996735,Tomáš,Nemčík,Nemčík,,10,145,Rosenborg,RBK,2,DEF,a,,1339,0,0,6,20,0,0,0,3,0,0,5,0.000000,49,53,3.2
214,1616018,Adrian,Pereira,Pereira,,10,145,Rosenborg,RBK,2,DEF,a,,664,1,0,5,8,0,0,0,2,0,0,2,0.000000,43,58,16.0
215,3698988,Elias,Sandrød,Sandrød,,10,145,Rosenborg,RBK,2,DEF,u,På lån til Stjørdals-Blink,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0,40,0.1
216,1840523,Håkon,Singsdal Volden,Singsdal Volden,,10,145,Rosenborg,RBK,2,DEF,a,,330,0,0,0,7,0,0,0,0,0,0,0,0.000000,6,49,0.4
217,1579916,Ulrik,Yttergård Jenssen,Y. Jenssen,,8,177,Lillestrøm,LSK,2,DEF,u,Overgang til Odense,634,0,0,4,5,0,0,0,1,0,0,0,0.000000,30,45,2.1
218,1886317,Dino,Islamovic,Islamovic,,10,145,Rosenborg,RBK,4,FWD,i,Legg - Ute på ubestemt tid,531,2,0,0,11,0,0,1,1,0,0,2,0.000000,22,80,10.3
219,1654109,Rasmus,Semundseth Sandberg,Semundseth,,10,145,Rosenborg,RBK,1,GK,a,,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0,44,0.3
220,67078,Iver,Fossum,Fossum,,10,145,Rosenborg,RBK,3,MID,i,Lår - Ute på ubestemt tid,833,3,3,4,10,0,0,0,0,0,0,0,0.000000,50,47,1.8
221,1688819,Emil,Konradsen Ceïde,E. Ceïde,,10,145,Rosenborg,RBK,3,MID,a,,1475,4,6,7,23,0,0,0,2,0,0,10,0.000000,88,78,13.9
222,1840518,Jesper,Reitan-Sunde,Reitan-Sunde,,10,145,Rosenborg,RBK,3,MID,i,Smell - Ute på ubestemt tid,95,0,1,0,3,0,0,0,2,0,0,0,0.000000,9,49,0.0
223,2017709,Noah,Sahsah,Sahsah,,10,145,Rosenborg,RBK,3,MID,a,,410,1,1,1,9,0,0,0,0,0,0,0,0.000000,22,60,0.1
224,200083,Ole,Selnæs,Selnæs,,10,145,Rosenborg,RBK,3,MID,a,,1082,0,6,4,14,0,0,0,2,0,0,6,0.000000,51,49,0.8
225,1962696,Santeri,Väänänen,Väänänen,,10,145,Rosenborg,RBK,3,MID,u,Overgang til Karlsruher,447,0,0,1,8,0,0,0,0,0,0,0,0.000000,13,49,0.0
226,1849238,Elias,Slørdal,Slørdal,,10,145,Rosenborg,RBK,3,MID,a,,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0,44,0.0
227,1862911,Isak,Holmen,Holmen,,10,145,Rosenborg,RBK,3,MID,a,,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0,43,0.0
228,320444,Aslak,Fonn Witry,Witry,,10,145,Rosenborg,RBK,2,DEF,a,,785,0,0,1,17,0,0,0,4,0,0,1,0.000000,14,54,2.0
229,2050711,Dávid,Duris,Duris,,10,145,Rosenborg,RBK,3,MID,a,,711,1,0,4,6,0,0,0,3,0,0,1,0.000000,25,68,1.3
230,1761642,Simen,Bolkan Nordli,Bolkan Nordli,,10,145,Rosenborg,RBK,3,MID,a,,554,4,0,2,9,0,0,0,2,0,0,3,0.000000,39,69,0.4
231,1941598,Aleksander,Borgersen,Borgersen,,10,145,Rosenborg,RBK,3,MID,a,,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0,48,0.0
232,1866330,Leopold,Wahlstedt,Wahlstedt,,10,145,Rosenborg,RBK,1,GK,a,,1620,0,0,6,26,0,0,0,1,0,55,1,0.000000,62,50,3.6
233,1808349,Haakon,Ingdal Sørum,Sørum,,10,145,Rosenborg,RBK,1,GK,a,,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0,38,0.3
234,1815091,Håkon,Røsten,Røsten,,6,306,KFUM Oslo,KFUM,2,DEF,a,,855,0,0,2,17,0,0,0,1,0,0,3,0.000000,23,43,0.2
235,163662,Jonas,Svensson,Svensson,,10,145,Rosenborg,RBK,2,DEF,i,Lår - Forventet tilbake 11. oktober,642,1,3,1,7,0,0,0,3,0,0,0,0.000000,31,50,2.2
236,2060192,Mads,Bomholt,Bomholt,,10,145,Rosenborg,RBK,3,MID,a,,1503,1,4,6,23,0,0,0,2,0,0,10,0.000000,66,65,2.7
237,2060228,Amin,Chiakha,Chiakha,,10,145,Rosenborg,RBK,3,MID,a,,1517,9,2,6,24,0,0,0,3,0,0,10,0.000000,99,79,31.2
238,1725695,Johan,Bakke,Bakke,,10,145,Rosenborg,RBK,3,MID,i,Smell - Ute resten av sesongen,276,0,0,0,8,0,0,0,0,0,0,0,0.000000,10,56,0.1
239,1661511,Jacob,Hanstad,Hanstad,,11,195,Sandefjord,SAN,3,MID,u,Overgang til Stabæk,57,0,0,0,0,0,0,0,1,0,0,0,0.000000,1,54,0.0
240,1536092,Stian,Kristiansen,Kristiansen,,8,177,Lillestrøm,LSK,2,DEF,a,,637,0,0,0,17,0,0,0,1,0,0,0,0.000000,10,42,7.9
241,1792894,Filip,Loftesnes-Bjune,Loftesnes-Bjune,,11,195,Sandefjord,SAN,2,DEF,d,Lår - Ute på ubestemt tid,34,0,0,0,0,0,0,0,0,0,0,0,0.000000,3,44,0.0
242,1658867,Fredrik,Carson Pedersen,Carson,,11,195,Sandefjord,SAN,2,DEF,a,,1683,0,0,5,24,0,0,0,2,0,0,1,0.000000,50,45,0.8
243,2031636,Zinedin,Smajlović,Smajlović,,11,195,Sandefjord,SAN,2,DEF,u,Overgang til Olympiakos,896,0,1,4,12,0,0,0,0,1,0,9,0.000000,41,52,4.7
244,1727187,Vetle,Walle Egeli,Walle Egeli,,11,195,Sandefjord,SAN,2,DEF,a,,1657,0,2,6,21,0,0,0,2,0,0,2,0.000000,62,47,4.8
245,1735316,Alf Lukas,Grønneberg,Grønneberg,,11,195,Sandefjord,SAN,1,GK,a,,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0,39,1.8
246,1866009,Elias,Hadaya,Hadaya,,11,195,Sandefjord,SAN,1,GK,a,,1710,0,0,5,24,0,0,0,3,0,65,2,0.000000,66,51,3.4
247,1646531,Jacob,Maslø Dunsby,Dunsby,,11,195,Sandefjord,SAN,3,MID,a,,904,0,1,3,13,0,0,0,3,0,0,0,0.000000,26,73,1.8
248,2029331,Robin,Dzabic,Dzabic,,11,195,Sandefjord,SAN,3,MID,u,På lån til Degerfors,93,0,0,0,1,0,0,0,0,0,0,0,0.000000,9,53,0.0
249,1718708,Sebastian,Holm Mathisen,Holm Mathisen,,11,195,Sandefjord,SAN,4,FWD,a,,401,2,0,0,9,0,0,0,1,0,0,0,0.000000,26,52,1.0
250,1626586,Marcus,Melchior,Melchior,,11,195,Sandefjord,SAN,3,MID,i,Kne - Ute resten av sesongen,707,0,0,2,11,0,0,0,2,0,0,3,0.000000,22,53,0.1
251,2031639,Evangelos,Patoulidis,Patoulidis,,11,195,Sandefjord,SAN,3,MID,a,,1289,3,1,5,18,0,0,0,1,0,0,3,0.000000,58,71,4.2
252,1622993,Sander,Risan Mørk,Risan Mørk,,11,195,Sandefjord,SAN,3,MID,a,,1675,1,0,5,23,0,0,0,1,0,0,6,0.000000,53,44,4.6
253,1858367,Bendik,Slotfeldt Berntsen,Berntsen,,11,195,Sandefjord,SAN,3,MID,a,,672,1,1,1,9,0,0,0,3,0,0,4,0.000000,32,59,0.1
254,1790155,Edvard,Sundbø Pettersen,Sundbø Pettersen,,11,195,Sandefjord,SAN,3,MID,a,,1302,1,1,4,17,0,0,0,4,0,0,0,0.000000,38,54,0.1
255,1779857,Håkon,Krogelien,Krogelien,,11,195,Sandefjord,SAN,2,DEF,a,,196,0,0,1,2,0,0,0,0,0,0,0,0.000000,11,39,0.8
256,2056085,Jakob,Vester,Vester,,11,195,Sandefjord,SAN,3,MID,a,,666,1,0,0,14,0,0,0,2,2,0,0,0.000000,15,57,0.2
257,1858377,Jakob,Swift,Swift,,11,195,Sandefjord,SAN,3,MID,a,,1,0,0,0,0,0,0,0,0,0,0,0,0.000000,1,42,0.2
258,2018028,Nikolaj,Duus Möller,Möller,,11,195,Sandefjord,SAN,4,FWD,i,Ankel - Ute på ubestemt tid,1042,3,0,5,13,0,0,1,3,0,0,0,0.000000,34,57,3.1
259,2060648,Xander,Lambrix,Lambrix,,11,195,Sandefjord,SAN,2,DEF,a,,1708,0,1,5,24,0,0,0,4,0,0,6,0.000000,56,44,2.8
260,1468007,Sondre,Sørli,Sørli,,12,797,Sarpsborg 08,S08,3,MID,a,,1557,3,5,5,22,0,0,0,1,0,0,6,0.000000,76,65,4.8
261,306540,Håvar,Jenssen,Jenssen,,6,306,KFUM Oslo,KFUM,1,GK,a,,720,0,0,1,18,0,0,0,0,0,26,0,0.000000,18,39,15.4
262,1697435,Sander,Christiansen,Christiansen,,12,797,Sarpsborg 08,S08,3,MID,a,,1301,1,1,4,19,0,0,0,2,0,0,4,0.000000,44,44,1.0
263,1696649,Anders,Hiim,Hiim,,12,797,Sarpsborg 08,S08,2,DEF,a,,1614,1,1,5,23,0,0,0,2,0,0,0,0.000000,56,45,2.8
264,2017593,Menno,Koch,Koch,,12,797,Sarpsborg 08,S08,2,DEF,u,Kontrakt utløpt,471,0,0,0,9,0,0,0,2,0,0,0,0.000000,10,42,1.5
265,207938,Magnar,Ødegård,Ødegård,,12,797,Sarpsborg 08,S08,2,DEF,u,Lagt opp,340,0,0,3,2,0,0,0,1,0,0,0,0.000000,23,44,0.2
266,1634211,Peter,Reinhardsen,Reinhardsen,,12,797,Sarpsborg 08,S08,2,DEF,a,,30,0,0,0,0,0,0,0,0,0,0,0,0.000000,2,50,0.1
267,1739749,Nikolai,Skuseth,Skuseth,,12,797,Sarpsborg 08,S08,2,DEF,u,På lån til Degerfors,15,0,0,0,1,0,0,0,0,0,0,0,0.000000,5,44,0.1
268,1556954,Eirik,Wichne,Wichne,,12,797,Sarpsborg 08,S08,2,DEF,a,,494,0,0,0,8,0,0,0,1,0,0,0,0.000000,15,48,0.5
269,214441,Jo Inge,Berget,Berget,,12,797,Sarpsborg 08,S08,3,MID,u,Kontrakt avsluttet,163,0,0,0,2,0,0,0,1,0,0,0,0.000000,7,65,0.8
270,1728468,Daniel,Karlsbakk,Karlsbakk,,12,797,Sarpsborg 08,S08,4,FWD,a,,1574,6,0,5,22,0,0,1,2,0,0,0,0.000000,56,88,17.2
271,1534993,Alagie,Sanyang,Sanyang,,12,797,Sarpsborg 08,S08,3,MID,u,Overgang til Stabæk,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0,50,0.0
272,1997548,Mamour,Ndiaye,Ndiaye,,12,797,Sarpsborg 08,S08,1,GK,u,Overgang til St. Etienne,900,0,0,1,12,0,1,0,3,1,34,3,0.000000,33,49,4.0
273,1568480,Leander,Øy,Øy,,12,797,Sarpsborg 08,S08,1,GK,a,,720,0,0,4,11,0,0,0,0,0,35,6,0.000000,42,44,8.0
274,2017629,Frederik,Carstensen,Carstensen,,12,797,Sarpsborg 08,S08,3,MID,i,Smell - Ute på ubestemt tid,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0,59,0.0
275,3396249,Martin,Håheim-Elveseter,Elveseter,,12,797,Sarpsborg 08,S08,3,MID,u,Utlån til Hødd,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0,50,0.0
276,1743719,Victor,Halvorsen,Halvorsen,,12,797,Sarpsborg 08,S08,3,MID,a,,1043,3,1,4,13,0,0,0,0,0,0,4,0.000000,53,54,0.7
277,95344,Niklas,Sandberg,Sandberg,,12,797,Sarpsborg 08,S08,3,MID,u,Overgang til FK Haugesund,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0,50,0.1
278,1994959,Aimar,Sher,Sher,,12,797,Sarpsborg 08,S08,3,MID,a,,1279,1,1,3,20,0,0,0,3,0,0,3,0.000000,41,47,0.3
279,1857200,Mathias,Svenningsen-Grønn,Svenningsen-Grønn,,12,797,Sarpsborg 08,S08,3,MID,i,Ankel - Forventet tilbake 18. oktober,20,0,0,0,1,0,0,0,0,0,0,0,0.000000,2,45,0.1
280,2017594,Carljohan,Eriksson,Eriksson,,12,797,Sarpsborg 08,S08,1,GK,u,Overgang til Nordsjælland,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0,44,0.2
281,2050918,Michael,Opoku,Opoku,,12,797,Sarpsborg 08,S08,3,MID,a,,222,0,1,0,3,0,0,0,0,0,0,0,0.000000,11,63,0.1
282,2050990,Andreas,Nibe,Nibe,,12,797,Sarpsborg 08,S08,3,MID,a,,1350,3,0,5,19,0,0,0,0,0,0,1,0.000000,56,52,0.2
283,107822,Bjørn Inge,Utvik,Utvik,,12,797,Sarpsborg 08,S08,2,DEF,a,,1530,0,1,5,21,0,0,0,4,0,0,10,0.000000,57,47,1.9
284,31810,Sigurd,Rosted,Rosted,,12,797,Sarpsborg 08,S08,2,DEF,i,Ankel - Ute på ubestemt tid,522,0,0,1,6,0,0,0,0,0,0,2,0.000000,17,42,0.3
285,1624129,Claus,Niyukuri,Niyukuri,,12,797,Sarpsborg 08,S08,2,DEF,a,,1146,1,4,4,16,0,0,0,2,0,0,10,0.000000,69,49,15.7
286,1779018,Jesper,Gregersen,Gregersen,,12,797,Sarpsborg 08,S08,3,MID,u,Utlån til Egersund,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0,45,0.1
287,2050851,Bop,Gueye,Gueye,,12,797,Sarpsborg 08,S08,3,MID,a,,75,0,0,0,2,0,0,0,0,0,0,0,0.000000,11,54,0.1
288,1927033,Noa,Williams,Williams,,12,797,Sarpsborg 08,S08,3,MID,a,,697,0,3,3,11,0,0,0,0,0,0,0,0.000000,36,62,0.4
289,2060159,Camil,Mmaee,Mmaee,,12,797,Sarpsborg 08,S08,3,MID,a,,29,0,1,0,1,0,0,0,0,0,0,0,0.000000,6,59,0.0
290,2018511,Jacob,Pryts Larsen,Pryts,,12,797,Sarpsborg 08,S08,1,GK,a,,1440,0,0,1,37,0,1,0,1,0,38,3,0.000000,35,45,3.0
291,1621400,Jasper,Silva Torkildsen,Torkildsen,,4,117,Fredrikstad,FFK,1,GK,a,,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0,39,11.4
292,1718858,Storm,Strand-Kolbjørnsen,Strand-Kolbjørnsen,,13,261,Start,STA,1,GK,a,,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0,39,0.7
